#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Acidipropionibacterium jensenii	Lactobacillus brevis	Lactobacillus paracasei	Lactobacillus curvatus	Lactobacillus fuchuensis	Lactobacillus sakei	Clostridium kluyveri	Clostridium luticellarii	Clostridium tyrobutyricum	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Faecalicatena fissicatena	Oscillibacter sp. CAG:155	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. 1-3	Oscillibacter sp. PC13	Desulfitobacterium hafniense	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Marasmitruncus massiliensis	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Methanobacterium congolense	Methanobacterium paludis
K01803 triosephosphate isomerase (TIM) [EC:5.3.1.1]	0	0	0	0	0	0	15	38	0	0	0	0	137	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	24	47
K01804 L-arabinose isomerase [EC:5.3.1.4]	0	0	0	0	0	0	0	5	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01807 ribose 5-phosphate isomerase A [EC:5.3.1.6]	0	0	0	0	0	0	0	21	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	102
K01808 ribose 5-phosphate isomerase B [EC:5.3.1.6]	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	62	0	0	0	0	0	0
K01809 mannose-6-phosphate isomerase [EC:5.3.1.8]	0	0	0	0	0	0	55	1	4	0	0	2	245	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
K01810 glucose-6-phosphate isomerase [EC:5.3.1.9]	0	0	0	0	0	0	8	27	0	0	0	0	361	1	0	0	0	0	0	0	0	74	0	0	0	0	38	0	0	0	0	0	0
K01811 alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01812 glucuronate isomerase [EC:5.3.1.12]	0	0	0	0	0	0	0	169	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01814 phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	0	1	0	0	4	0	0	0	3	0	0	0	592	0	0	0	0	0	0	0	0	30	0	0	0	0	37	0	0	0	0	34	48
K01815 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	53	0	0	0	0	0	0
K01817 phosphoribosylanthranilate isomerase [EC:5.3.1.24]	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	32
K01818 L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0
K01821 4-oxalocrotonate tautomerase [EC:5.3.2.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
K01823 isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	0	0	0	0	0	0	17	165	21	8	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	87
K01834 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	0	0	0	0	0	0	25	47	12	14	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K01835 phosphoglucomutase [EC:5.4.2.2]	0	0	0	0	0	0	0	89	0	0	0	55	43	0	0	0	0	0	0	0	0	82	0	0	5	0	23	0	0	0	0	0	0
K01838 beta-phosphoglucomutase [EC:5.4.2.6]	0	0	0	0	0	0	0	141	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01839 phosphopentomutase [EC:5.4.2.7]	0	0	0	0	0	0	0	11	33	0	0	0	323	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
K01840 phosphomannomutase [EC:5.4.2.8]	0	0	0	3	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01843 lysine 2,3-aminomutase [EC:5.4.3.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	79	0	0	0	0	0	0
K01845 glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	111
K01847 methylmalonyl-CoA mutase [EC:5.4.99.2]	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01854 UDP-galactopyranose mutase [EC:5.4.99.9]	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01858 myo-inositol-1-phosphate synthase [EC:5.5.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
K01866 tyrosyl-tRNA synthetase [EC:6.1.1.1]	0	0	0	0	0	0	5	70	0	282	0	29	145	0	0	0	0	0	0	0	0	7	0	0	0	0	13	0	0	0	0	33	101
K01867 tryptophanyl-tRNA synthetase [EC:6.1.1.2]	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	3	0	0	0	0	8	21
K01868 threonyl-tRNA synthetase [EC:6.1.1.3]	0	0	0	0	0	0	16	71	0	2	1	84	296	0	0	0	0	0	0	0	0	80	0	0	0	0	3	0	0	0	0	11	217
K01869 leucyl-tRNA synthetase [EC:6.1.1.4]	0	0	0	0	6	0	8	32	0	0	5	17	363	0	1	0	0	0	0	0	0	42	0	0	9	0	16	0	0	0	0	13	362
K01870 isoleucyl-tRNA synthetase [EC:6.1.1.5]	0	0	0	0	0	0	18	115	1	1	0	20	0	0	8	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	23	142
K01872 alanyl-tRNA synthetase [EC:6.1.1.7]	0	0	0	0	0	0	17	78	0	7	2	72	852	1	0	0	0	0	0	0	0	270	0	0	0	0	58	0	0	0	0	0	0
K01873 valyl-tRNA synthetase [EC:6.1.1.9]	0	0	0	0	0	0	10	17	0	0	0	25	0	3	0	0	0	0	0	0	0	94	0	0	0	0	32	0	0	0	0	11	272
K01874 methionyl-tRNA synthetase [EC:6.1.1.10]	0	0	0	0	0	0	13	65	0	5	0	86	0	0	0	0	0	0	0	0	0	141	0	0	0	0	6	0	0	0	0	0	204
K01875 seryl-tRNA synthetase [EC:6.1.1.11]	0	0	0	0	0	0	3	10	4	0	0	18	51	0	0	0	0	0	0	0	0	50	0	0	0	0	20	0	0	0	0	0	322
K01876 aspartyl-tRNA synthetase [EC:6.1.1.12]	0	0	0	0	0	0	7	0	0	21	3	133	342	0	12	0	0	0	0	0	0	45	0	0	0	0	31	0	0	0	0	0	0
K01878 glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
K01879 glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	0	0	0	0	0	0	0	0	0	2	3	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01880 glycyl-tRNA synthetase [EC:6.1.1.14]	0	0	0	0	0	0	4	0	0	0	0	0	169	0	12	0	0	1	0	0	0	28	0	0	0	0	0	0	0	0	0	73	48
K01881 prolyl-tRNA synthetase [EC:6.1.1.15]	0	0	0	0	0	0	9	0	0	9	0	83	490	0	1	0	0	0	0	0	0	34	0	0	0	0	7	0	0	0	0	0	37
K01883 cysteinyl-tRNA synthetase [EC:6.1.1.16]	0	0	0	0	0	0	15	17	0	8	0	83	212	0	0	0	0	1	0	0	0	58	0	0	0	0	5	0	0	0	0	21	18
K01885 glutamyl-tRNA synthetase [EC:6.1.1.17]	0	0	0	0	1	0	53	0	0	0	0	0	131	0	0	0	0	0	0	0	0	100	0	0	0	0	19	0	0	0	0	33	274
K01886 glutaminyl-tRNA synthetase [EC:6.1.1.18]	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	9	0	0	0	0	0	0
K01887 arginyl-tRNA synthetase [EC:6.1.1.19]	0	0	0	0	0	0	3	0	0	9	0	30	183	0	0	0	0	0	0	0	0	345	0	0	0	0	9	0	0	0	0	2	272
K01889 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	0	0	0	0	0	0	8	59	0	1	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	22	0	0	0	0	16	252
K01890 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	0	0	0	0	0	0	29	0	0	11	0	231	825	1	0	0	0	0	0	0	0	72	0	0	0	0	32	0	0	0	0	5	396
K01892 histidyl-tRNA synthetase [EC:6.1.1.21]	0	0	0	0	0	0	11	53	0	3	1	99	484	0	5	0	0	0	0	0	0	231	0	0	0	0	26	0	0	0	0	27	122
K01893 asparaginyl-tRNA synthetase [EC:6.1.1.22]	0	0	0	0	0	0	0	107	3	0	0	1	318	0	1	0	0	0	0	0	0	23	0	0	0	0	8	0	0	0	0	0	0
K01895 acetyl-CoA synthetase [EC:6.2.1.1]	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	400
K01897 long-chain acyl-CoA synthetase [EC:6.2.1.3]	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	417
K01902 succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01903 succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64
K01910 [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0
K01911 O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26]	0	0	0	0	0	0	31	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01912 phenylacetate-CoA ligase [EC:6.2.1.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	108
K01914 aspartate--ammonia ligase [EC:6.3.1.1]	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
K01915 glutamine synthetase [EC:6.3.1.2]	0	0	0	0	0	0	4	0	18	4	8	10	778	0	0	0	0	0	0	0	0	686	0	0	0	0	68	0	0	1	0	19	102
K01916 NAD+ synthase [EC:6.3.1.5]	0	0	0	0	0	0	11	71	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
K01918 pantoate--beta-alanine ligase [EC:6.3.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01919 glutamate--cysteine ligase [EC:6.3.2.2]	0	0	0	0	0	0	0	4	0	50	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	199
K01921 D-alanine-D-alanine ligase [EC:6.3.2.4]	0	0	0	0	0	0	44	35	0	0	0	79	414	0	0	0	0	0	0	0	0	713	0	0	0	0	111	0	0	0	0	0	0
K01923 phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	0	0	0	0	0	0	19	0	4	13	3	61	146	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15	70
K01924 UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	0	0	0	0	0	0	16	0	0	0	17	12	282	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0
K01925 UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	0	0	0	1	0	0	32	2	0	22	0	144	286	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1046
K01926 redox-sensing transcriptional repressor	0	0	0	0	0	0	0	0	7	3	0	118	0	0	0	0	0	0	0	0	0	17	0	0	0	0	7	0	0	0	0	0	0
K01928 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	0	0	0	0	0	0	37	223	7	14	0	48	307	0	0	6	0	0	0	0	0	314	0	0	0	0	15	0	0	0	0	1	133
K01929 UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	0	0	0	0	0	0	33	125	0	25	1	146	372	0	0	0	0	0	0	0	0	420	0	0	3	0	52	0	0	0	0	0	0
K01932 gamma-polyglutamate synthase [EC:6.3.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0
K01933 phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	0	0	0	0	0	0	10	0	0	9	9	155	118	0	3	0	0	1	0	0	0	59	0	0	0	0	13	0	0	0	0	0	73
K01934 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	0	0	0	0	0	0	24	144	0	10	0	106	8	0	0	0	0	0	0	0	0	88	0	0	0	0	17	0	0	0	0	4	12
K01937 CTP synthase [EC:6.3.4.2]	0	0	0	0	9	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	8	113
K01938 formate--tetrahydrofolate ligase [EC:6.3.4.3]	0	0	0	0	0	0	13	2	0	11	2	79	71	0	0	0	0	0	0	0	0	68	0	0	0	0	13	0	0	0	0	0	0
K01939 adenylosuccinate synthase [EC:6.3.4.4]	0	0	0	0	13	7	4	53	1	7	0	14	0	0	0	2	0	0	0	0	0	68	0	0	0	0	9	0	0	0	0	0	175
K01940 argininosuccinate synthase [EC:6.3.4.5]	0	0	0	0	0	4	5	0	4	0	0	0	222	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	272
K01945 phosphoribosylamine---glycine ligase [EC:6.3.4.13]	0	0	0	0	0	0	16	0	0	31	0	194	0	0	3	0	0	0	0	0	0	152	0	0	0	0	15	0	0	0	0	0	340
K01950 NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	0	0	0	1	0	0	14	0	0	0	0	0	459	0	0	0	0	0	0	0	0	111	0	0	0	0	17	0	0	0	0	0	0
K01951 GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	0	0	0	0	0	0	27	1	0	0	0	0	289	0	0	0	0	0	0	0	0	196	0	0	0	0	28	0	0	0	0	2	78
K01952 phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	0	0	0	0	0	0	0	0	0	0	0	0	702	0	1	0	0	0	0	0	0	460	0	0	0	0	14	0	0	0	0	0	0
K01953 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	0	0	0	0	0	0	98	0	1	1	7	81	80	0	0	0	0	0	0	0	0	355	0	0	0	0	60	0	0	0	0	47	110
K01955 carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	0	0	0	0	0	0	17	0	0	10	5	0	1466	0	7	0	0	0	0	0	0	284	0	0	0	0	17	0	0	0	0	2	188
K01956 carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	0	0	0	0	0	0	11	0	0	0	0	5	268	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	135
K01958 pyruvate carboxylase [EC:6.4.1.1]	0	0	0	0	1	0	0	0	0	0	0	0	1063	0	3	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0
K01959 pyruvate carboxylase subunit A [EC:6.4.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121
K01960 pyruvate carboxylase subunit B [EC:6.4.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	51
K01961 acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	0	0	0	0	0	0	0	314	0	31	2	103	317	0	0	0	0	0	0	0	0	87	0	0	0	0	9	0	0	0	0	0	0
K01962 acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	0	0	0	0	0	0	0	238	0	4	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
K01963 acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	0	0	0	0	0	0	0	54	4	7	0	78	2	0	0	0	0	0	0	0	0	22	0	0	0	0	5	0	0	0	0	0	0
K01966 propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01971 bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	41	0	0	0	0	0	0
K01972 DNA ligase (NAD+) [EC:6.5.1.2]	0	0	0	0	0	0	32	191	0	28	0	178	1106	0	0	0	0	0	0	0	0	214	0	0	0	0	29	0	0	0	0	0	0
K01975 RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	15	19
K01989 putative ABC transport system substrate-binding protein	0	0	0	0	0	0	0	105	9	0	0	21	0	0	0	0	0	0	0	0	0	21	0	0	0	0	36	0	0	0	0	0	0
K01990 ABC-2 type transport system ATP-binding protein	0	0	0	0	5	0	183	610	57	43	0	498	827	0	19	0	0	0	0	0	0	846	0	0	8	0	77	0	0	0	0	34	351
K01992 ABC-2 type transport system permease protein	0	3	0	0	3	0	144	323	14	84	0	407	235	0	0	0	0	0	0	0	0	1309	0	0	16	0	84	0	0	0	0	36	939
K01993 HlyD family secretion protein	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01995 branched-chain amino acid transport system ATP-binding protein	0	0	0	0	0	0	11	0	0	0	0	0	306	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0
K01996 branched-chain amino acid transport system ATP-binding protein	0	0	0	0	8	0	3	0	0	0	0	0	116	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
K01997 branched-chain amino acid transport system permease protein	0	0	0	0	0	0	7	0	1	0	0	0	555	0	0	0	0	0	0	0	0	61	0	0	0	0	2	0	0	0	0	0	0
K01998 branched-chain amino acid transport system permease protein	0	0	0	0	0	0	12	0	0	0	0	0	469	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
K01999 branched-chain amino acid transport system substrate-binding protein	0	0	0	0	0	0	17	0	0	0	0	0	604	0	0	0	0	0	0	0	0	100	0	0	0	0	5	0	0	0	0	0	0
K02000 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	0	0	0	0	0	0	49	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
K02001 glycine betaine/proline transport system permease protein	0	0	0	0	12	3	12	0	0	1	0	0	15	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K02002 glycine betaine/proline transport system substrate-binding protein	0	0	0	0	0	0	20	0	0	0	0	36	201	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
K02003 putative ABC transport system ATP-binding protein	0	0	0	0	0	0	48	138	24	51	0	234	824	0	4	13	0	0	0	0	0	86	0	0	0	0	8	0	0	0	0	64	150
K02004 putative ABC transport system permease protein	0	0	0	0	9	0	158	497	21	225	4	1069	5897	1	30	7	0	4	0	0	0	911	0	0	0	0	92	0	0	0	0	482	347
K02005 HlyD family secretion protein	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02006 cobalt/nickel transport system ATP-binding protein	0	0	0	0	0	0	15	0	0	6	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	17	140
K02007 cobalt/nickel transport system permease protein	0	0	0	0	0	0	0	0	0	10	0	2	1	5	5	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	31	55
K02008 cobalt/nickel transport system permease protein	0	0	0	0	0	0	7	0	0	9	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	52	118
K02009 cobalt/nickel transport protein	0	0	0	0	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	113
K02010 iron(III) transport system ATP-binding protein [EC:7.2.2.7]	0	0	0	0	0	0	28	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K02011 iron(III) transport system permease protein	0	0	0	0	0	0	17	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
K02012 iron(III) transport system substrate-binding protein	0	0	0	0	0	0	18	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02013 iron complex transport system ATP-binding protein [EC:7.2.2.-]	0	0	0	0	0	0	20	0	0	0	0	102	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	54
K02014 iron complex outermembrane recepter protein	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02015 iron complex transport system permease protein	0	0	0	0	1	0	22	6	0	0	0	306	0	0	3	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	287
K02016 iron complex transport system substrate-binding protein	0	0	0	0	3	0	14	215	0	0	3	127	0	0	0	0	0	0	0	0	0	41	0	0	0	0	36	0	0	0	0	0	809
K02017 molybdate transport system ATP-binding protein [EC:7.3.2.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	226
K02018 molybdate transport system permease protein	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	197
K02019 molybdate transport system regulatory protein	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
K02020 molybdate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	547
K02025 multiple sugar transport system permease protein	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0
K02026 multiple sugar transport system permease protein	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0
K02027 multiple sugar transport system substrate-binding protein	0	0	0	0	0	0	80	0	5	0	0	0	208	0	0	0	1	0	0	0	0	49	0	0	0	0	91	0	0	0	0	0	0
K02028 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	0	0	1	6	0	0	70	12	2	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0
K02029 polar amino acid transport system permease protein	0	0	0	0	1	0	9	2	1	0	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
K02030 polar amino acid transport system substrate-binding protein	0	0	0	0	0	0	30	0	3	31	0	55	262	0	0	0	0	0	0	0	0	35	0	0	0	0	8	0	0	0	0	0	0
K02031 peptide/nickel transport system ATP-binding protein	0	0	0	0	0	0	42	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
K02032 peptide/nickel transport system ATP-binding protein	0	0	0	0	0	0	46	21	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0
K02033 peptide/nickel transport system permease protein	0	0	0	0	3	0	61	5	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	35	0	0	0	0	0	0
K02034 peptide/nickel transport system permease protein	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	5	0	0	0	0	0	0
K02035 peptide/nickel transport system substrate-binding protein	0	0	0	0	0	0	108	138	0	0	0	0	456	0	0	0	0	0	0	0	0	84	0	0	0	0	160	0	0	0	0	0	0
K02036 phosphate transport system ATP-binding protein [EC:7.3.2.1]	0	0	0	0	2	0	0	31	0	1	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	1
K02037 phosphate transport system permease protein	0	0	0	0	0	0	21	29	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0
K02038 phosphate transport system permease protein	0	0	0	0	0	0	3	18	0	0	0	0	145	0	3	0	0	0	0	0	0	665	0	0	0	0	11	0	0	0	0	14	0
K02039 phosphate transport system protein	0	0	0	0	0	0	9	30	0	1	0	15	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	28	45
K02040 phosphate transport system substrate-binding protein	0	0	0	0	0	0	17	28	6	19	0	73	0	0	0	0	0	0	0	0	0	20	0	0	0	0	8	0	0	0	0	101	0
K02042 phosphonate transport system permease protein	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02044 phosphonate transport system substrate-binding protein	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02049 NitT/TauT family transport system ATP-binding protein	0	0	0	0	0	0	4	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0
K02050 NitT/TauT family transport system permease protein	0	0	0	0	0	0	8	474	0	0	0	0	192	1	20	0	0	0	0	0	0	52	0	0	0	0	72	0	0	0	0	0	0
K02051 NitT/TauT family transport system substrate-binding protein	0	0	0	0	0	0	20	0	0	0	0	0	500	0	0	0	0	0	0	0	0	317	0	0	0	0	33	0	0	0	0	2	51
K02056 simple sugar transport system ATP-binding protein [EC:7.5.2.-]	0	0	0	0	0	0	19	0	0	36	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	66	0	0	0	0	0	0
