#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Acetobacter nitrogenifigens	Acetobacter oeni	Acetobacter okinawensis	Acetobacter orientalis	Acetobacter papayae	Acetobacter persici	Acetobacter aceti	Gluconacetobacter diazotrophicus	Gluconacetobacter liquefaciens	Neoasaia chiangmaiensis	Desulfovibrio alcoholivorans	Pseudoclavibacter soli	Acidipropionibacterium jensenii	Lactobacillus brevis	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium carboxidivorans	Clostridium drakei	Clostridium kluyveri	Clostridium scatologenes	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Oscillibacter ruminantium	Oscillibacter valericigenes	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Clostridiales bacterium oral taxon 876	Methanobacterium paludis
K02335 DNA polymerase I [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	17	0	0	61	18	1	3	0	435	123	0	0	0	1	18	5	0	0	3	0	0
K02337 DNA polymerase III subunit alpha [EC:2.7.7.7]	0	3	0	0	0	0	0	0	0	0	24	33	0	0	0	0	3	1	0	165	49	0	0	0	458	1	0	0	0	0	32	7	0	0	0	0	0
K02338 DNA polymerase III subunit beta [EC:2.7.7.7]	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	19	2	0	0	0	162	1	0	0	0	0	14	4	0	0	0	0	0
K02340 DNA polymerase III subunit delta [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	15	0	57	20	0	0	0	158	0	0	0	0	0	10	2	0	0	0	0	0
K02341 DNA polymerase III subunit delta' [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	64	13	0	0	2	94	0	0	0	0	0	0	0	0	0	0	0	0
K02342 DNA polymerase III subunit epsilon [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	23	5	0	0	41	0	0	0	0	0	0	1	0	0	0	0	0	0
K02343 DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	5	1	1	65	0	0	0	66	206	0	0	0	0	0	2	6	0	0	0	0	0
K02346 DNA polymerase IV [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	16	21	0	0	3	2	0	0	0	0	0	0	26	0	0	0	0	0
K02347 DNA polymerase (family X)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	58
K02348 ElaA protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02351 putative membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02352 lactonase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02355 elongation factor G	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	197	6	0	0	0	0	29	2	0	0	0	0	0
K02356 elongation factor P	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K02357 elongation factor Ts	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	2	0	12	1	0	0	0	81	0	0	0	0	0	2	4	0	0	0	0	0
K02358 elongation factor Tu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0
K02371 enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	99	51	0	0	0	0	0	2	0	0	0	0	0	0
K02372 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	0	0	0	0	45	0	0	0	0	0	0	3	0	0	0	0	0
K02377 GDP-L-fucose synthase [EC:1.1.1.271]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
K02379 FdhD protein	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	6
K02381 FdrA protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02385 flagellar protein FlbD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	1	0	0	0	0	0
K02387 flagellar basal-body rod protein FlgB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	1	1	0	0	0	0	0
K02388 flagellar basal-body rod protein FlgC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	24	0	0	0	0	0	0
K02389 flagellar basal-body rod modification protein FlgD	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	2	206	54	0	0	0	0	31	0	0	0	0	0	0
K02390 flagellar hook protein FlgE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1063	367	0	0	0	0	0	0	0	0	0	0	0	0
K02391 flagellar basal-body rod protein FlgF	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02392 flagellar basal-body rod protein FlgG	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	4	2	614	0	0	0	0	0	62	4	0	0	0	0	0
K02393 flagellar L-ring protein precursor FlgH	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02394 flagellar P-ring protein precursor FlgI	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02396 flagellar hook-associated protein 1 FlgK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	750	105	0	0	0	0	118	6	0	0	0	0	0
K02397 flagellar hook-associated protein 3 FlgL	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	477	767	0	0	0	0	59	0	0	0	0	0	0
K02398 negative regulator of flagellin synthesis FlgM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	19	0	0	0	0	0	0
K02400 flagellar biosynthesis protein FlhA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	90	1	0	0	0	0	0
K02401 flagellar biosynthetic protein FlhB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
K02404 flagellar biosynthesis protein FlhF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3	105	1	0	0	0	0	0	0	0	0	0	0	0
K02405 RNA polymerase sigma factor for flagellar operon FliA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	100	8	0	0	0	0	0
K02406 flagellin	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8	320	311	0	0	0	0	1	1	0	0	0	0	0
K02407 flagellar hook-associated protein 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1927	0	0	0	0	0	2	0	0	0	1	0
K02408 flagellar hook-basal body complex protein FliE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0
K02409 flagellar M-ring protein FliF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	185	42	0	0	0	0	131	15	0	0	0	0	0
K02410 flagellar motor switch protein FliG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	69	6	0	0	0	0	0
K02412 flagellum-specific ATP synthase [EC:7.4.2.8]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	175	0	0	0	0	0	3	3	0	0	0	0	0
K02413 flagellar FliJ protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	4	0	0	0	0	0
K02414 flagellar hook-length control protein FliK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	65	209	12	0	0	0	0	5	0	0	0	0	0	0
K02415 flagellar FliL protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	9	0	0	0	0	0	0	0	0	0	0	0	0
K02416 flagellar motor switch protein FliM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	33	5	0	0	0	0	0
K02417 flagellar motor switch protein FliN/FliY	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	4	112	0	0	0	0	0	0	31	0	0	0	0	0	0
K02418 flagellar protein FliO/FliZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	8	1	0	0	0	0	0
K02419 flagellar biosynthetic protein FliP	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	68	0	0	0	0	0	23	3	0	0	0	0	0
K02420 flagellar biosynthetic protein FliQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	5	0	0	0	0	0	0
K02421 flagellar biosynthetic protein FliR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	3	0	0	0	0	0
K02422 flagellar protein FliS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	1	0	0	0	0	0
K02424 L-cystine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
K02426 cysteine desulfuration protein SufE	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02427 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
K02428 XTP/dITP diphosphohydrolase [EC:3.6.1.66]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	4	0	0	27	0	0	100	172	0	0	0	0	0	22	1	0	0	0	0	25
K02429 MFS transporter, FHS family, L-fucose permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02431 L-fucose mutarotase [EC:5.1.3.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
K02433 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	0	0	0	0	0	0	0	0	0	30	0	0	0	1	0	0	2	2	1	23	9	0	3	0	194	0	0	0	0	0	0	3	0	0	0	0	26
K02434 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	4	0	0	0	2	0	0	0	275	0	0	0	0	0	0	1	0	0	0	0	2
K02435 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	4	0	0	0	2	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	4
K02437 glycine cleavage system H protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	5	0	68	0	0	0	0	0	4	0	0	0	0	0	0
K02438 glycogen debranching enzyme [EC:3.2.1.196]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02440 glycerol uptake facilitator protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	6
K02443 glycerol uptake operon antiterminator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02444 DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02445 MFS transporter, OPA family, glycerol-3-phosphate transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	75	0	0	0	0	0	0	0	0	0	0	0
K02446 fructose-1,6-bisphosphatase II [EC:3.1.3.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
K02469 DNA gyrase subunit A [EC:5.6.2.2]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	19	1	0	12	3	0	0	3	206	0	0	0	0	0	28	11	0	0	0	0	0
K02470 DNA gyrase subunit B [EC:5.6.2.2]	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	6	3	0	0	9	0	0	1	110	0	0	0	0	0	23	11	0	0	1	0	0
K02472 UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
K02475 two-component system, CitB family, response regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02476 two-component system, CitB family, sensor kinase [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02477 two-component system, LytTR family, response regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02478 two-component system, LytTR family, sensor kinase [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	3	0	1	0	0	0	0	0	0	0	0	0	0	0
K02482 two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02483 two-component system, OmpR family, response regulator	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	9	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K02484 two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	22	5	0	5	0	0	0	0	0	0	0	0	0	0	0
K02492 glutamyl-tRNA reductase [EC:1.2.1.70]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
K02493 release factor glutamine methyltransferase [EC:2.1.1.297]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	72	21	0	0	2	178	1	0	0	0	0	0	2	0	0	0	0	17
K02496 uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
K02499 tetrapyrrole methylase family protein / MazG family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	228	1	0	0	0	0	10	2	0	0	0	0	0
K02500 imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	2
K02501 imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	3	0	0	0	10	0	0	0	129	4	0	0	0	0	16	3	0	0	0	0	46
K02502 ATP phosphoribosyltransferase regulatory subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	5	0	0	0	0	0	0	25	3	0	0	0	0	0
K02503 histidine triad (HIT) family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	6	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
K02509 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02517 Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02519 translation initiation factor IF-2	0	0	0	0	0	0	0	0	0	3	4	23	0	0	0	0	2	1	5	3	3	0	0	3	0	0	0	0	0	0	0	3	0	2	0	0	0
K02520 translation initiation factor IF-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	28	0	0	0	0	0	0	0	0	0	0	0	0
K02525 LacI family transcriptional regulator, kdg operon repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	46	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0
K02526 2-keto-3-deoxygluconate permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
K02527 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02528 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	0	0	0	0	0	0	0	0	0	0	25	0	0	1	0	0	2	0	0	18	15	0	0	0	102	0	0	0	0	0	0	1	0	0	0	0	3
K02529 LacI family transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	33	0	113	79	0	9	0	247	302	0	0	0	0	14	56	0	0	0	0	0
K02535 UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02536 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02538 activator of the mannose operon, transcriptional antiterminator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0
K02548 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
K02549 O-succinylbenzoate synthase [EC:4.2.1.113]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	20	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0
K02551 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02552 menaquinone-specific isochorismate synthase [EC:5.4.4.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02556 chemotaxis protein MotA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	146	0	0	0	0	0	35	1	0	0	0	0	0
K02557 chemotaxis protein MotB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	35	3	0	0	0	0	0
K02563 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	45	10	0	0	0	0	0	0	0	0	0	16	3	0	0	0	0	45
K02564 glucosamine-6-phosphate deaminase [EC:3.5.99.6]	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02566 NagD protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0
K02575 MFS transporter, NNP family, nitrate/nitrite transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0
K02585 nitrogen fixation protein NifB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	263	10	0	0	0	0	0	4	0	0	0	0	28
K02586 nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	389	4	0	0	0	0	0	0	0	0	0	0	17
K02587 nitrogenase molybdenum-cofactor synthesis protein NifE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	169
K02588 nitrogenase iron protein NifH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	1	0	0	0	0	0	0	0	0	0	0	0
K02589 nitrogen regulatory protein PII 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
K02590 nitrogen regulatory protein PII 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
K02591 nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19
K02598 nitrite transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
K02600 transcription termination/antitermination protein NusA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	3	0	0	0	25	0	0	0	0	0	0	2	0	0	0	0	3
K02601 transcription termination/antitermination protein NusG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	3	0	0	0	0	0	0
K02614 acyl-CoA thioesterase [EC:3.1.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	23
K02619 4-amino-4-deoxychorismate lyase [EC:4.1.3.38]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02621 topoisomerase IV subunit A [EC:5.6.2.2]	0	0	0	0	0	0	0	0	0	7	1	14	0	0	0	0	0	5	0	63	2	0	0	23	0	4	0	0	0	0	0	0	0	0	0	0	0
K02622 topoisomerase IV subunit B [EC:5.6.2.2]	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	9	0	1	0	16	252	0	0	0	0	0	0	0	0	0	0	0	0
K02626 arginine decarboxylase [EC:4.1.1.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
K02647 carbohydrate diacid regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	0	0	7	23	0	0	0	0	0
K02650 type IV pilus assembly protein PilA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0
K02652 type IV pilus assembly protein PilB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0
K02653 type IV pilus assembly protein PilC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	207	0	0	0	0	0	23	0	0	0	0	0	0
K02654 leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	37	0	0	2	78	79	55	0	0	0	0	4	0	0	0	0	0	0
K02669 twitching motility protein PilT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	17	0	0	0	0	29	0	0	0	0	0	0
K02683 DNA primase small subunit [EC:2.7.7.102]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
K02687 ribosomal protein L11 methyltransferase [EC:2.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	17	0	0	0	216	0	0	0	0	0	15	4	0	0	0	0	0
K02688 transcriptional regulator, propionate catabolism operon regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
