#keggName_to_taxonName	Bacteroidaceae bacterium HV4-6-C5C	Prevotella paludivivens	Acetobacter aceti	Pseudoclavibacter soli	Lactobacillus fuchuensis	Lactobacillus sakei	Clostridium kluyveri	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	uncultured Clostridiales bacterium	Faecalicatena fissicatena	Hespellia stercorisuis	Oscillibacter sp. CAG:155	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. 1-3	Oscillibacter sp. 57_20	Oscillibacter sp. PC13	Desulfitobacterium hafniense	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Marasmitruncus massiliensis	Papillibacter cinnamivorans	Pseudoflavonifractor capillosus	Pseudoflavonifractor sp. Marseille-P3106	Pygmaiobacter massiliensis	Sporobacter termitidis	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Clostridiales bacterium	Firmicutes bacterium CAG:129	Firmicutes bacterium HGW-Firmicutes-16	Methanobacterium paludis
K01958 pyruvate carboxylase [EC:6.4.1.1]	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
K01959 pyruvate carboxylase subunit A [EC:6.4.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
K01960 pyruvate carboxylase subunit B [EC:6.4.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
K01961 acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	0	0	0	0	0	11	106	0	0	0	0	0	0	0	0	162	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0
K01962 acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0
K01963 acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	0	0	19	0	0	7	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01971 bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0
K01972 DNA ligase (NAD+) [EC:6.5.1.2]	0	0	0	0	0	36	338	0	0	0	0	0	0	0	0	393	0	0	0	0	0	19	0	0	0	0	0	0	0	4	0	0	0	0
K01975 RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2
K01989 putative ABC transport system substrate-binding protein	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	30	0	0	0	0	0	0	0	2	0	0	0	0
K01990 ABC-2 type transport system ATP-binding protein	0	0	0	0	1	117	249	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	105
K01992 ABC-2 type transport system permease protein	1	0	0	0	0	114	283	0	0	0	0	0	0	0	0	1196	0	0	0	9	0	35	0	0	0	0	0	0	0	1	0	0	0	227
K01993 HlyD family secretion protein	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01995 branched-chain amino acid transport system ATP-binding protein	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01996 branched-chain amino acid transport system ATP-binding protein	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0
K01997 branched-chain amino acid transport system permease protein	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01998 branched-chain amino acid transport system permease protein	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K01999 branched-chain amino acid transport system substrate-binding protein	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	171	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
K02000 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
K02001 glycine betaine/proline transport system permease protein	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K02002 glycine betaine/proline transport system substrate-binding protein	0	0	0	0	0	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K02003 putative ABC transport system ATP-binding protein	0	0	0	0	0	48	233	1	0	0	0	0	0	0	0	45	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	40
K02004 putative ABC transport system permease protein	0	0	0	0	0	168	1692	0	0	0	0	0	0	0	0	716	0	0	0	1	0	44	0	0	0	0	0	0	0	4	0	0	0	90
K02005 HlyD family secretion protein	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02006 cobalt/nickel transport system ATP-binding protein	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	46
K02007 cobalt/nickel transport system permease protein	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9
K02008 cobalt/nickel transport system permease protein	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	34
K02009 cobalt/nickel transport protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
K02010 iron(III) transport system ATP-binding protein [EC:7.2.2.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02012 iron(III) transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02013 iron complex transport system ATP-binding protein [EC:7.2.2.-]	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
K02014 iron complex outermembrane recepter protein	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02015 iron complex transport system permease protein	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
K02016 iron complex transport system substrate-binding protein	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	194
K02017 molybdate transport system ATP-binding protein [EC:7.3.2.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
K02018 molybdate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
K02019 molybdate transport system regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
K02020 molybdate transport system substrate-binding protein	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	145
K02025 multiple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
K02026 multiple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
K02027 multiple sugar transport system substrate-binding protein	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	11	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
K02028 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	10	3	1	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02029 polar amino acid transport system permease protein	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
K02030 polar amino acid transport system substrate-binding protein	0	0	0	0	0	12	157	0	0	0	0	0	0	0	0	62	0	0	0	0	0	3	0	0	0	0	0	0	0	38	0	0	0	0
K02031 peptide/nickel transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6	0	0	0	0
K02032 peptide/nickel transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02033 peptide/nickel transport system permease protein	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	35	0	0	0	0	0	19	0	0	0	0	0	0	0	2	0	0	0	0
K02034 peptide/nickel transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
K02035 peptide/nickel transport system substrate-binding protein	0	0	0	0	0	0	168	0	0	0	2	0	0	0	0	82	0	0	0	0	0	70	0	0	0	0	0	0	0	7	0	0	0	0
K02036 phosphate transport system ATP-binding protein [EC:7.3.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02037 phosphate transport system permease protein	0	0	39	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0
K02038 phosphate transport system permease protein	0	0	4	0	0	0	36	0	0	0	0	0	0	0	0	1560	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0
K02039 phosphate transport system protein	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6
K02040 phosphate transport system substrate-binding protein	0	0	1	0	0	25	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	7	0	0	0	0	0	0	0	23	0	0	0	0
K02042 phosphonate transport system permease protein	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02045 sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02046 sulfate/thiosulfate transport system permease protein	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02047 sulfate/thiosulfate transport system permease protein	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02049 NitT/TauT family transport system ATP-binding protein	0	0	3	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	2	0	0	0	0
K02050 NitT/TauT family transport system permease protein	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	66	0	0	0	0	0	47	0	0	0	0	0	0	0	2	0	0	0	0
K02051 NitT/TauT family transport system substrate-binding protein	0	0	0	0	0	0	129	1	0	0	0	0	0	0	0	287	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	3
K02056 simple sugar transport system ATP-binding protein [EC:7.5.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
K02057 simple sugar transport system permease protein	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	872	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
K02058 simple sugar transport system substrate-binding protein	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
K02066 phospholipid/cholesterol/gamma-HCH transport system permease protein	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02067 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02068 putative ABC transport system ATP-binding protein	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02069 putative ABC transport system permease protein	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
K02071 D-methionine transport system ATP-binding protein	0	0	0	0	0	12	130	0	0	0	0	0	0	0	0	72	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
K02072 D-methionine transport system permease protein	0	0	0	0	0	10	88	0	0	0	0	0	0	0	0	243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K02073 D-methionine transport system substrate-binding protein	0	0	0	0	0	12	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02074 zinc/manganese transport system ATP-binding protein	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02075 zinc/manganese transport system permease protein	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02076 Fur family transcriptional regulator, zinc uptake regulator	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02077 zinc/manganese transport system substrate-binding protein	0	0	0	0	0	12	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02078 acyl carrier protein	0	0	0	0	1	6	33	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
K02086 DNA replication protein	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02103 GntR family transcriptional regulator, arabinose operon transcriptional repressor	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02106 short-chain fatty acids transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
K02107 V/A-type H+/Na+-transporting ATPase subunit G/H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
K02108 F-type H+-transporting ATPase subunit a	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02110 F-type H+-transporting ATPase subunit c	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02111 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	0	0	9	6	0	2	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02112 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02113 F-type H+-transporting ATPase subunit delta	0	0	2	0	0	2	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02114 F-type H+-transporting ATPase subunit epsilon	0	0	0	0	0	2	45	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02115 F-type H+-transporting ATPase subunit gamma	0	0	26	0	0	9	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02117 V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	61
K02118 V/A-type H+/Na+-transporting ATPase subunit B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9
K02119 V/A-type H+/Na+-transporting ATPase subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	21	0	0	0	0	0	0	0	3	0	0	0	89
K02120 V/A-type H+/Na+-transporting ATPase subunit D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	15
K02121 V/A-type H+/Na+-transporting ATPase subunit E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3
K02122 V/A-type H+/Na+-transporting ATPase subunit F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0
K02123 V/A-type H+/Na+-transporting ATPase subunit I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	177
K02124 V/A-type H+/Na+-transporting ATPase subunit K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	10
K02160 acetyl-CoA carboxylase biotin carboxyl carrier protein	0	0	0	0	0	11	48	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
K02171 BlaI family transcriptional regulator, penicillinase repressor	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02182 carnitine-CoA ligase [EC:6.2.1.48]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
K02188 cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	30
K02189 cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	48
K02190 sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K02191 cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
K02195 heme exporter protein C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02198 cytochrome c-type biogenesis protein CcmF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02199 cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02200 cytochrome c-type biogenesis protein CcmH	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02201 pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
K02217 ferritin [EC:1.16.3.2]	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
K02221 YggT family protein	0	0	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02224 cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83
K02226 alpha-ribazole phosphatase [EC:3.1.3.73]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
K02227 adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13
K02232 adenosylcobyric acid synthase [EC:6.3.5.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	27
K02233 adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7
K02237 competence protein ComEA	0	0	0	0	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K02238 competence protein ComEC	0	0	0	0	0	78	118	0	0	0	0	0	0	0	0	700	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0
K02240 competence protein ComFA	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02241 competence protein ComFB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
K02242 competence protein ComFC	0	0	0	0	0	9	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02243 competence protein ComGA	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02244 competence protein ComGB	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02245 competence protein ComGC	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02279 pilus assembly protein CpaB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02283 pilus assembly protein CpaF [EC:7.4.2.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02297 cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02302 uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02304 precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
K02313 chromosomal replication initiator protein	0	0	0	0	0	9	100	0	0	0	0	0	0	0	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0
K02314 replicative DNA helicase [EC:3.6.4.12]	0	0	0	0	0	4	216	0	0	0	0	0	0	0	0	206	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0
K02315 DNA replication protein DnaC	0	0	0	0	0	0	62	0	0	0	0	0	0	0	1	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02316 DNA primase [EC:2.7.7.101]	0	0	0	0	0	32	149	0	0	0	0	0	0	0	0	89	0	0	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0
K02319 DNA polymerase, archaea type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74
K02322 DNA polymerase II large subunit [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
K02323 DNA polymerase II small subunit [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
K02334 DNA polymerase bacteriophage-type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
K02335 DNA polymerase I [EC:2.7.7.7]	0	0	5	0	0	32	233	0	0	0	0	0	0	0	32	61	0	0	0	0	0	8	0	0	0	0	0	0	0	6	1	0	0	0
K02337 DNA polymerase III subunit alpha [EC:2.7.7.7]	0	0	4	0	2	65	246	0	0	0	0	0	0	0	0	528	0	0	0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0
K02338 DNA polymerase III subunit beta [EC:2.7.7.7]	1	0	0	0	0	3	98	0	0	0	0	0	0	0	0	101	0	0	0	0	0	10	0	0	0	0	0	0	0	8	0	0	0	0
K02340 DNA polymerase III subunit delta [EC:2.7.7.7]	0	0	4	0	0	16	102	0	0	0	0	0	0	0	0	26	0	0	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0
K02341 DNA polymerase III subunit delta' [EC:2.7.7.7]	0	0	0	0	0	25	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K02342 DNA polymerase III subunit epsilon [EC:2.7.7.7]	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02343 DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	0	0	1	0	0	20	111	0	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0	0	0	0	0	9	0	0	0	0
K02346 DNA polymerase IV [EC:2.7.7.7]	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32	0	0	0	0	0	0	0	2	0	0	0	0
