#keggName_to_taxonName	Bacteroides fragilis	Bacteroides intestinalis	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus curvatus	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium kluyveri	Clostridium sp. JN-9	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. PI-S10-A1B	Clostridium sp. W14A	uncultured Clostridiales bacterium	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. PC13	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Clostridiales bacterium	Firmicutes bacterium CAG:83	Methanobacterium congolense	Methanobacterium paludis
K01963 acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	0	0	0	0	0	0	1	0	15	0	90	15	0	23	0	0	0	0	0	0	0	9	0	6	0	0	1	5	0	0	0
K01966 propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	0	0	0	15	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01971 bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	3	11	0	0	0	14	0	133	0	0	0	0	0
K01972 DNA ligase (NAD+) [EC:6.5.1.2]	0	0	0	16	0	1	0	2	16	1	218	70	0	1504	0	1	1	0	3	0	20	64	5	28	10	17	37	0	0	0	0
K01974 RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
K01975 RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	8	14
K01989 putative ABC transport system substrate-binding protein	0	0	0	0	0	0	0	0	2	0	47	25	4	1	0	0	4	0	0	0	60	13	1	27	1	1	4	77	0	0	0
K01990 ABC-2 type transport system ATP-binding protein	8	0	0	25	0	0	4	0	21	2	683	205	7	1154	1	5	3	2	87	1	56	1600	7	38	0	64	14	124	30	26	249
K01991 polysaccharide biosynthesis/export protein	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01992 ABC-2 type transport system permease protein	11	0	0	123	0	0	2	90	72	0	493	274	0	682	0	0	2	10	4	0	45	4273	1	54	0	11	6	1	0	33	654
K01993 HlyD family secretion protein	0	0	0	30	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01995 branched-chain amino acid transport system ATP-binding protein	0	0	0	0	0	0	0	92	0	0	0	0	0	410	0	0	2	0	0	0	0	26	0	0	0	1	5	16	0	0	0
K01996 branched-chain amino acid transport system ATP-binding protein	0	0	0	0	0	0	6	130	0	0	0	0	0	219	0	0	2	0	0	0	4	4	7	0	0	0	60	1	0	0	0
K01997 branched-chain amino acid transport system permease protein	0	0	0	0	0	0	0	19	0	0	0	0	0	665	0	0	0	0	1	0	0	35	0	2	1	2	0	0	0	0	0
K01998 branched-chain amino acid transport system permease protein	0	0	0	0	0	0	0	69	0	0	0	0	20	597	0	0	0	0	5	0	21	19	0	1	0	2	0	5	0	0	0
K01999 branched-chain amino acid transport system substrate-binding protein	0	0	0	0	0	0	0	52	0	0	0	0	0	785	0	0	0	0	0	1	9	28	0	7	0	6	0	0	0	0	0
K02000 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	0	0	0	0	0	0	0	0	2	0	25	15	0	3	0	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0
K02001 glycine betaine/proline transport system permease protein	0	0	0	0	0	0	6	15	1	0	1	0	0	15	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0
K02002 glycine betaine/proline transport system substrate-binding protein	0	0	0	0	0	0	5	1	0	0	49	34	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02003 putative ABC transport system ATP-binding protein	0	0	0	2	1	0	0	44	46	0	351	153	4	1070	0	3	3	0	63	19	24	47	20	12	0	29	10	10	0	81	120
K02004 putative ABC transport system permease protein	3	0	1	281	0	8	10	0	186	6	1281	289	0	8448	7	2	16	2	12	6	6	528	0	27	7	153	62	3	0	365	239
K02005 HlyD family secretion protein	9	0	0	60	0	0	0	0	0	0	0	86	0	1009	0	0	0	0	0	0	3	0	0	0	6	0	1	0	0	0	0
K02006 cobalt/nickel transport system ATP-binding protein	0	0	0	0	0	0	0	0	8	0	126	0	0	0	0	0	2	0	0	0	0	0	0	8	0	8	10	0	0	19	114
K02007 cobalt/nickel transport system permease protein	0	0	0	0	0	0	0	0	3	0	6	0	0	1	0	1	5	0	0	0	3	0	0	15	0	19	0	0	0	15	23
K02008 cobalt/nickel transport system permease protein	0	0	0	0	0	0	0	0	4	0	197	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	10	1	0	27	71
K02009 cobalt/nickel transport protein	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	81
K02011 iron(III) transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	6	2	0	0	0	0	0	6	0	0	0
K02012 iron(III) transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
K02013 iron complex transport system ATP-binding protein [EC:7.2.2.-]	0	0	0	0	0	0	0	47	0	0	123	0	0	0	0	0	0	0	1	8	0	44	0	0	0	0	0	32	0	0	37
K02014 iron complex outermembrane recepter protein	0	0	0	121	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02015 iron complex transport system permease protein	0	0	0	0	0	0	3	22	0	0	383	0	0	0	0	0	0	5	0	0	0	34	0	0	0	0	0	0	0	0	200
K02016 iron complex transport system substrate-binding protein	0	0	0	60	0	0	0	0	0	7	197	0	0	0	0	0	0	0	1	1	0	63	0	14	0	9	0	0	0	0	496
K02017 molybdate transport system ATP-binding protein [EC:7.3.2.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	118	0	0	0	0	0	0	0	0	151
K02018 molybdate transport system permease protein	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	10	0	0	0	0	3	0	0	113
K02019 molybdate transport system regulatory protein	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0	78
K02020 molybdate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	8	0	0	0	0	10	0	0	0	0	0	32	0	0	303
K02021 putative ABC transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K02025 multiple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	6	0	2	0	13	0	0	30	0	7	0	5	0	0	0
K02026 multiple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	5	2	0	0	0	16	0	0	0	1	0	0	0
K02027 multiple sugar transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	7	1	375	0	0	5	0	1	0	1	105	0	38	0	0	0	0	0	0	0
K02028 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	0	2	0	0	0	72	26	1	15	0	1	0	0	0	0	13	39	1	0	0	0	0	0	0	0	0
K02029 polar amino acid transport system permease protein	0	0	0	0	0	0	0	57	0	0	27	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0
K02030 polar amino acid transport system substrate-binding protein	0	0	0	0	0	0	0	66	8	0	112	18	0	531	0	0	2	0	2	0	0	19	0	8	0	13	53	27	0	0	0
K02031 peptide/nickel transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	32	9	0	0	0	1	0	4	0	0	0	0	9	0	3	2	9	0	0	0
K02032 peptide/nickel transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	3	0	2	85	20	0	0	0	0	0	9	0	0
K02033 peptide/nickel transport system permease protein	0	0	0	0	0	0	1	0	0	0	0	10	2	0	0	0	0	0	42	5	15	69	1	12	0	2	2	0	47	0	0
K02034 peptide/nickel transport system permease protein	0	0	0	0	0	0	1	0	0	0	0	21	23	0	0	0	0	0	12	1	1	39	0	3	0	1	2	30	8	0	0
K02035 peptide/nickel transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	170	13	616	0	0	3	0	10	11	58	20	2	77	2	22	6	1	75	0	0
K02036 phosphate transport system ATP-binding protein [EC:7.3.2.1]	0	0	0	0	0	0	4	3	1	0	3	10	0	0	2	0	0	0	1	0	47	5	2	2	0	2	3	1	0	0	2
K02037 phosphate transport system permease protein	0	0	0	29	0	0	0	0	0	0	24	4	0	14	0	0	0	0	2	0	49	0	0	14	0	6	12	5	0	1	0
K02038 phosphate transport system permease protein	0	0	0	0	0	0	1	0	0	0	0	1	0	168	0	0	0	0	3	0	3	278	0	6	0	7	66	5	1	5	0
K02039 phosphate transport system protein	0	0	0	14	0	0	0	0	5	0	23	2	0	0	0	0	1	0	0	0	0	19	0	1	1	1	20	2	0	22	31
K02040 phosphate transport system substrate-binding protein	0	0	0	23	0	7	0	0	11	0	73	46	0	0	22	0	0	0	4	0	0	8	10	10	0	4	40	66	1	60	0
K02041 phosphonate transport system ATP-binding protein [EC:7.3.2.2]	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02042 phosphonate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02044 phosphonate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
K02045 sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02046 sulfate/thiosulfate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02049 NitT/TauT family transport system ATP-binding protein	0	0	0	0	0	0	0	25	0	0	0	0	0	231	0	0	0	0	0	0	2	0	0	36	0	0	13	0	1	0	0
K02050 NitT/TauT family transport system permease protein	0	0	0	0	0	0	0	2	0	0	0	0	0	229	0	0	0	0	0	0	3	71	0	31	0	0	17	0	0	0	0
K02051 NitT/TauT family transport system substrate-binding protein	0	0	0	0	0	0	0	1	0	0	0	0	0	761	1	0	5	0	7	3	187	183	0	16	0	0	2	0	1	0	32
K02052 putative spermidine/putrescine transport system ATP-binding protein	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02056 simple sugar transport system ATP-binding protein [EC:7.5.2.-]	0	0	0	0	0	0	0	0	23	0	0	31	0	0	1	0	2	0	5	0	66	0	0	51	4	0	0	9	11	0	0
K02057 simple sugar transport system permease protein	0	0	0	0	0	0	0	0	32	0	0	4	0	0	0	0	10	0	1	16	31	638	20	40	2	0	0	74	1	0	0
K02058 simple sugar transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0
K02065 phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02066 phospholipid/cholesterol/gamma-HCH transport system permease protein	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02067 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	3	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02068 putative ABC transport system ATP-binding protein	1	0	0	0	0	0	0	0	15	0	143	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K02069 putative ABC transport system permease protein	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0
K02071 D-methionine transport system ATP-binding protein	0	0	0	0	0	0	0	15	3	1	75	21	0	675	0	0	1	0	7	0	24	33	0	5	0	1	5	0	0	0	0
K02072 D-methionine transport system permease protein	0	0	0	0	0	0	0	35	2	0	36	3	0	377	0	0	1	0	0	0	0	47	0	15	0	0	0	0	0	0	0
K02073 D-methionine transport system substrate-binding protein	0	0	0	0	0	0	0	10	3	0	136	87	0	276	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0
K02074 zinc/manganese transport system ATP-binding protein	0	0	0	0	0	0	0	3	2	1	35	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02075 zinc/manganese transport system permease protein	0	0	0	0	0	0	0	7	0	0	38	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02076 Fur family transcriptional regulator, zinc uptake regulator	0	0	0	0	0	0	0	0	9	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02077 zinc/manganese transport system substrate-binding protein	0	0	0	0	0	0	0	71	20	0	126	35	12	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02078 acyl carrier protein	0	0	0	42	0	0	0	0	0	0	25	0	0	153	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
K02086 DNA replication protein	0	0	0	0	0	0	0	0	7	0	99	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02103 GntR family transcriptional regulator, arabinose operon transcriptional repressor	0	0	0	0	0	0	0	0	0	0	298	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02106 short-chain fatty acids transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
K02107 V/A-type H+/Na+-transporting ATPase subunit G/H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K02108 F-type H+-transporting ATPase subunit a	0	0	0	11	0	0	11	3	2	0	37	2	0	332	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
K02109 F-type H+-transporting ATPase subunit b	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02110 F-type H+-transporting ATPase subunit c	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02111 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	0	0	0	0	0	0	0	20	6	0	40	3	0	244	0	0	2	0	0	0	24	0	0	0	0	0	0	0	0	0	0
K02112 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	0	0	0	0	0	0	2	9	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
K02113 F-type H+-transporting ATPase subunit delta	12	0	0	9	0	0	6	0	4	0	25	2	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02114 F-type H+-transporting ATPase subunit epsilon	0	0	0	23	0	0	0	0	5	0	47	11	0	233	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
K02115 F-type H+-transporting ATPase subunit gamma	0	0	0	3	0	0	0	9	3	0	86	1	0	307	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
K02117 V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	15	0	10	0	4	0	0	0	14	100	33	19	0	18	0	0	0	11	148
K02118 V/A-type H+/Na+-transporting ATPase subunit B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	8	0	8	0	1	0	0	42
K02119 V/A-type H+/Na+-transporting ATPase subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	13	34	37	21	0	0	16	0	0	4	239
K02120 V/A-type H+/Na+-transporting ATPase subunit D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	5	4	13	23	1	53
K02121 V/A-type H+/Na+-transporting ATPase subunit E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	0	6	0	0	2	0	0	0	16
K02122 V/A-type H+/Na+-transporting ATPase subunit F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	3	0	0	0	33	0
K02123 V/A-type H+/Na+-transporting ATPase subunit I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	5	0	19	55	0	42	22	5	0	0	0	4	508
K02124 V/A-type H+/Na+-transporting ATPase subunit K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	8	0	0	0	0	0	0	53
K02160 acetyl-CoA carboxylase biotin carboxyl carrier protein	0	0	0	0	0	0	0	0	7	0	60	23	0	215	0	0	0	0	1	0	1	6	0	1	0	5	2	11	0	0	0
K02171 BlaI family transcriptional regulator, penicillinase repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02172 bla regulator protein blaR1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K02182 carnitine-CoA ligase [EC:6.2.1.48]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
K02188 cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0	10	98
K02189 cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	98
K02190 sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
K02191 cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
K02193 heme exporter protein A [EC:7.6.2.5]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02201 pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
K02217 ferritin [EC:1.16.3.2]	0	0	0	1	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	3	44	0	0	0	1	0	0	0	0	27
K02221 YggT family protein	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02224 cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150
K02226 alpha-ribazole phosphatase [EC:3.1.3.73]	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0
K02227 adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	22	26
K02230 cobaltochelatase CobN [EC:6.6.1.2]	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
K02231 adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
K02232 adenosylcobyric acid synthase [EC:6.3.5.10]	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	13	78
K02233 adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	27	17
K02236 leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02237 competence protein ComEA	0	0	0	0	0	0	0	0	3	0	78	43	0	149	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
K02238 competence protein ComEC	0	0	0	0	0	0	0	0	58	0	634	166	0	577	0	2	0	0	0	0	0	227	14	18	0	0	9	0	0	0	0
K02240 competence protein ComFA	0	0	0	0	0	0	0	0	69	0	197	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02241 competence protein ComFB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	6	0	0	0	0	0	0	0
K02242 competence protein ComFC	0	0	0	0	0	0	0	0	20	0	44	53	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02243 competence protein ComGA	0	0	0	0	0	0	0	0	8	0	156	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02244 competence protein ComGB	0	0	0	0	0	0	0	0	13	0	237	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02245 competence protein ComGC	0	0	0	0	0	0	0	0	5	0	38	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02246 competence protein ComGD	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02257 heme o synthase [EC:2.5.1.141]	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02259 cytochrome c oxidase assembly protein subunit 15	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02274 cytochrome c oxidase subunit I [EC:1.9.3.1]	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02275 cytochrome c oxidase subunit II [EC:1.9.3.1]	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02276 cytochrome c oxidase subunit III [EC:1.9.3.1]	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02279 pilus assembly protein CpaB	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	114	0	0	0	0	11	0	0	0	0
K02283 pilus assembly protein CpaF [EC:7.4.2.8]	0	0	0	0	0	0	0	68	0	0	0	0	0	6	0	0	0	11	2	0	0	0	0	0	0	0	1	0	0	0	0
K02303 uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1
K02304 precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
K02313 chromosomal replication initiator protein	0	0	0	1	0	0	0	93	1	0	49	6	0	317	0	0	0	0	1	0	28	8	2	2	0	3	26	0	0	0	0
K02314 replicative DNA helicase [EC:3.6.4.12]	0	0	0	44	0	0	0	5	0	0	0	12	0	1132	0	0	1	0	0	0	2	81	0	7	0	2	26	5	0	0	0
K02315 DNA replication protein DnaC	0	0	0	0	0	0	0	0	0	0	0	0	0	145	41	0	0	0	5	0	16	108	0	1	0	19	0	10	11	0	0
K02316 DNA primase [EC:2.7.7.101]	0	0	0	28	0	9	0	15	26	0	252	66	0	682	0	0	3	0	2	0	0	40	5	12	1	6	4	23	1	1	0
K02319 DNA polymerase, archaea type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	147
K02322 DNA polymerase II large subunit [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	164
K02323 DNA polymerase II small subunit [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
K02334 DNA polymerase bacteriophage-type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	0	0	969	0	58	0	13	0	8	0	0	0
K02335 DNA polymerase I [EC:2.7.7.7]	0	0	0	34	1	4	0	25	22	0	227	59	1	1186	0	1	8	0	3	1	65	64	0	15	1	15	34	72	14	0	0
K02337 DNA polymerase III subunit alpha [EC:2.7.7.7]	0	0	0	53	0	1	0	70	9	0	470	101	23	1174	0	28	1	0	3	0	54	184	25	15	7	16	101	12	2	0	0
K02338 DNA polymerase III subunit beta [EC:2.7.7.7]	0	0	0	16	0	0	1	96	1	0	68	21	0	338	22	0	2	0	2	1	11	27	0	7	0	10	37	106	15	0	0
K02340 DNA polymerase III subunit delta [EC:2.7.7.7]	2	0	0	4	0	0	0	0	15	1	123	45	0	338	0	0	0	0	2	0	16	18	2	2	0	1	41	0	0	0	0
K02341 DNA polymerase III subunit delta' [EC:2.7.7.7]	0	0	0	46	0	0	0	0	21	0	178	54	0	228	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
K02342 DNA polymerase III subunit epsilon [EC:2.7.7.7]	0	0	0	21	0	0	0	0	0	0	38	17	0	0	0	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0
K02343 DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	7	0	0	9	0	0	0	0	4	0	166	2	0	527	11	0	3	0	2	0	0	19	2	8	1	2	57	10	0	0	0
K02346 DNA polymerase IV [EC:2.7.7.7]	0	0	0	2	0	0	0	8	0	0	57	57	0	1	0	0	17	0	29	11	0	7	6	69	0	9	25	1	1	0	0
K02347 DNA polymerase (family X)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180
K02355 elongation factor G	0	0	0	0	0	0	0	0	0	0	0	1	1	502	0	0	2	0	0	0	165	148	0	3	2	12	0	4	0	0	0
K02356 elongation factor P	0	0	0	0	0	0	0	6	0	0	12	1	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0
