#keggName_to_taxonName	Bacteroides fragilis	Bacteroides graminisolvens	Bacteroides ihuae	Bacteroides luti	Bacteroides pyogenes	Bacteroides reticulotermitis	Bacteroides sp. KCTC 15687	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus paracasei	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium kluyveri	Clostridium luticellarii	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	uncultured Clostridiales bacterium	Anaerotignum propionicum	Oscillibacter ruminantium	Oscillibacter valericigenes	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium D5	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Intestinimonas timonensis	Clostridiales bacterium	Methanobacterium paludis
K01992 ABC-2 type transport system permease protein	42	0	0	0	0	0	0	3	0	0	8	0	0	0	213	140	0	184	0	0	0	0	0	91	0	734	0	15	0	0	0	7	0	0	176
K01993 HlyD family secretion protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
K01995 branched-chain amino acid transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	2	0	8	0	0	0	0	0	8	0	0	0
K01996 branched-chain amino acid transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	58	0	0	0	0	0	6	0	0	0	0	0	0	0	78	0	0	0
K01997 branched-chain amino acid transport system permease protein	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	179	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
K01998 branched-chain amino acid transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	9	0	17	0	0	0	0	0	0	0	0	0
K01999 branched-chain amino acid transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	20	0	9	0	5	0	0	0	0	0	0	0
K02000 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K02001 glycine betaine/proline transport system permease protein	0	0	0	0	0	0	0	0	0	0	20	1	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02002 glycine betaine/proline transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	14	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02003 putative ABC transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	60	0	103	118	0	364	0	3	0	0	0	57	0	8	0	4	0	0	0	5	0	0	29
K02004 putative ABC transport system permease protein	4	0	0	0	0	0	0	1	0	0	27	0	15	0	329	177	0	2578	0	2	0	0	0	394	0	143	0	4	0	0	0	57	0	0	63
K02005 HlyD family secretion protein	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	282	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0
K02006 cobalt/nickel transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	18	0	0	27
K02007 cobalt/nickel transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	1	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	9
K02008 cobalt/nickel transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	16	0	0	18
K02009 cobalt/nickel transport protein	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	31
K02010 iron(III) transport system ATP-binding protein [EC:7.2.2.7]	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K02011 iron(III) transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02012 iron(III) transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
K02013 iron complex transport system ATP-binding protein [EC:7.2.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	10
K02014 iron complex outermembrane recepter protein	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02015 iron complex transport system permease protein	1	0	0	0	0	0	0	0	0	0	1	0	0	0	118	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	58
K02016 iron complex transport system substrate-binding protein	1	0	0	0	0	0	0	0	0	0	5	0	0	0	46	0	0	0	0	0	0	0	0	0	0	44	0	1	0	0	0	0	0	0	114
K02017 molybdate transport system ATP-binding protein [EC:7.3.2.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	56
K02018 molybdate transport system permease protein	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
K02019 molybdate transport system regulatory protein	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	19
K02020 molybdate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	96
K02025 multiple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
K02026 multiple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
K02027 multiple sugar transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10	0	86	0	0	0	0	0	0	0	18	0	11	0	0	0	0	0	0	0
K02028 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	6	0	20	18	0	2	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
K02029 polar amino acid transport system permease protein	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
K02030 polar amino acid transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	7	0	25	9	0	72	0	0	0	0	0	35	0	0	0	0	0	0	0	7	0	0	0
K02031 peptide/nickel transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K02032 peptide/nickel transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
K02033 peptide/nickel transport system permease protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	6	0	0	6	0	8	0	0	0	0	0	0	0
K02034 peptide/nickel transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0
K02035 peptide/nickel transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	80	0	183	0	0	0	0	0	41	0	2	0	31	0	0	0	17	0	0	0
K02036 phosphate transport system ATP-binding protein [EC:7.3.2.1]	0	0	0	0	0	0	0	0	0	0	21	0	2	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
K02037 phosphate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	22	0	0	0
K02038 phosphate transport system permease protein	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	38	0	0	0	0	0	11	0	8	0	11	0	0	0	117	0	0	0
K02039 phosphate transport system protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	29	0	0	12
K02040 phosphate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	8	0	85	37	0	0	0	0	0	0	0	14	0	9	0	5	0	0	0	51	0	0	0
K02041 phosphonate transport system ATP-binding protein [EC:7.3.2.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02042 phosphonate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02044 phosphonate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02049 NitT/TauT family transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	24	0	0	0	9	0	0	0	28	0	0	0
K02050 NitT/TauT family transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	2	0	6	0	49	0	0	0	30	0	0	0
K02051 NitT/TauT family transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	15	0	25	0	2	0	0	0	8	0	0	10
K02056 simple sugar transport system ATP-binding protein [EC:7.5.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	29	0	0	0	91	0	0	0	0	0	0	0
K02057 simple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	39	0	131	0	52	0	0	0	4	0	0	0
K02058 simple sugar transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0
K02065 phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02066 phospholipid/cholesterol/gamma-HCH transport system permease protein	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02067 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02068 putative ABC transport system ATP-binding protein	3	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
K02069 putative ABC transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	10	0	12	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
K02071 D-methionine transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	0	127	0	0	0	0	0	40	0	2	0	1	0	0	0	14	0	0	0
K02072 D-methionine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	77	0	0	0	0	0	33	0	2	0	13	0	0	0	0	0	0	0
K02073 D-methionine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	7	0	0	0	31	65	0	86	0	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0
K02074 zinc/manganese transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	15	0	7	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02075 zinc/manganese transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02076 Fur family transcriptional regulator, zinc uptake regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02077 zinc/manganese transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	7	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02078 acyl carrier protein	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02082 tagatose-6-phosphate ketose/aldose isomerase [EC:5.-.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02086 DNA replication protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02103 GntR family transcriptional regulator, arabinose operon transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02106 short-chain fatty acids transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
K02107 V/A-type H+/Na+-transporting ATPase subunit G/H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1
K02108 F-type H+-transporting ATPase subunit a	0	0	0	0	0	0	0	0	0	0	19	0	5	0	0	0	0	85	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02110 F-type H+-transporting ATPase subunit c	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02111 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02112 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02113 F-type H+-transporting ATPase subunit delta	1	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02114 F-type H+-transporting ATPase subunit epsilon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02115 F-type H+-transporting ATPase subunit gamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02117 V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	11	0	6	0	0	0	0	0	0	42
K02118 V/A-type H+/Na+-transporting ATPase subunit B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12
K02119 V/A-type H+/Na+-transporting ATPase subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	22	0	0	46
K02120 V/A-type H+/Na+-transporting ATPase subunit D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	10	0	0	23
K02121 V/A-type H+/Na+-transporting ATPase subunit E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	5	0	0	0	0	0	0	7
K02122 V/A-type H+/Na+-transporting ATPase subunit F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02123 V/A-type H+/Na+-transporting ATPase subunit I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	15	0	13	0	0	0	0	0	0	112
K02124 V/A-type H+/Na+-transporting ATPase subunit K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	7
K02160 acetyl-CoA carboxylase biotin carboxyl carrier protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	7	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
K02171 BlaI family transcriptional regulator, penicillinase repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
K02182 carnitine-CoA ligase [EC:6.2.1.48]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
K02188 cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	43
K02189 cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	18
K02190 sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
K02191 cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
K02197 cytochrome c-type biogenesis protein CcmE	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02201 pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
K02204 homoserine kinase type II [EC:2.7.1.39]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02217 ferritin [EC:1.16.3.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5
K02221 YggT family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
K02224 cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
K02226 alpha-ribazole phosphatase [EC:3.1.3.73]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0
K02227 adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	9
K02230 cobaltochelatase CobN [EC:6.6.1.2]	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02232 adenosylcobyric acid synthase [EC:6.3.5.10]	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18
K02233 adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
K02236 leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02237 competence protein ComEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	23	0	55	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
K02238 competence protein ComEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	74	0	108	0	0	0	0	0	57	0	29	0	2	0	0	0	12	0	0	0
K02240 competence protein ComFA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02241 competence protein ComFB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K02242 competence protein ComFC	0	0	0	0	0	0	0	0	0	0	0	0	8	0	25	18	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02243 competence protein ComGA	0	0	0	0	0	0	0	0	0	0	0	0	5	0	67	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02244 competence protein ComGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02245 competence protein ComGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02246 competence protein ComGD	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02279 pilus assembly protein CpaB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	6	0	0	0
K02304 precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
K02313 chromosomal replication initiator protein	0	0	0	0	0	0	0	0	0	0	1	0	8	0	6	2	0	98	0	0	0	0	0	5	0	0	0	2	0	0	0	51	0	0	0
K02314 replicative DNA helicase [EC:3.6.4.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	0	386	0	0	0	0	0	5	0	12	0	0	0	0	0	37	0	0	0
K02315 DNA replication protein DnaC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	21	0	14	0	0	0	0	0	0	0	0	0
K02316 DNA primase [EC:2.7.7.101]	0	0	0	0	0	0	0	0	0	0	0	0	6	0	77	28	0	226	0	0	0	0	0	13	0	12	0	4	0	0	0	6	0	0	0
K02319 DNA polymerase, archaea type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
K02322 DNA polymerase II large subunit [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58
K02323 DNA polymerase II small subunit [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
K02334 DNA polymerase bacteriophage-type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	402	0	29	0	0	0	0	0	0	0
K02335 DNA polymerase I [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	20	0	149	0	0	0	0	0	33	0	12	0	1	0	0	0	52	0	0	0
K02337 DNA polymerase III subunit alpha [EC:2.7.7.7]	0	0	0	0	0	0	0	4	0	0	0	0	0	0	111	25	0	316	0	0	0	0	0	27	0	31	0	5	0	0	0	124	0	0	0
K02338 DNA polymerase III subunit beta [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	4	0	4	1	16	13	0	84	0	0	0	0	0	15	0	6	0	0	0	0	0	40	0	0	0
K02340 DNA polymerase III subunit delta [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	40	0	99	0	0	0	0	0	23	0	8	0	2	0	0	0	26	0	0	0
K02341 DNA polymerase III subunit delta' [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	10	0	68	0	0	0	0	0	23	0	0	0	0	0	0	0	24	0	0	0
K02342 DNA polymerase III subunit epsilon [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K02343 DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	31	0	0	0	0	0	0	0	0	0	0	0	0	1	35	6	0	127	0	0	0	0	0	15	0	5	0	4	0	0	0	79	0	0	0
K02346 DNA polymerase IV [EC:2.7.7.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	24	0	1	0	0	0	0	0	21	0	0	0	11	0	0	0	32	0	0	0
K02347 DNA polymerase (family X)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
K02355 elongation factor G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	137	0	0	0	0	0	37	0	10	0	5	0	0	3	0	0	0	0
K02356 elongation factor P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02357 elongation factor Ts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	60	0	0	0	2	0	2	0	0	0	3	0	0	0	11	0	0	0
K02358 elongation factor Tu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
K02361 isochorismate synthase [EC:5.4.4.2]	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02371 enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0
K02372 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	3	0	30	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0
K02379 FdhD protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K02385 flagellar protein FlbD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02387 flagellar basal-body rod protein FlgB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
